name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries,is_pro,activity_score
Davide Frattesi,2854,,,39.9,33.4,,0.6,1.61,0.85,,6.18,1,40.43
Nicola Zalewski,1132,,,50.2,37.9,,0.24,1.83,0.87,,5.87,1,44.64
David ?olina,66,,,44.3,25.7,,1.43,2.86,0.0,,14.3,1,40.0
Irvin Cardona,233,,,22.3,13.1,,0.77,0.77,0.0,,2.69,0,15.79
Alessio Romagnoli,1409,,,62.4,55.9,,0.32,1.59,0.89,,9.68,1,66.47
Adam Idah,625,,,20.6,13.9,,0.58,1.59,0.87,,4.93,0,19.7
Federico Bonazzoli,1866,,,26.8,20.0,,0.97,1.21,0.87,,5.89,0,26.76
Luis Henrique,699,,,26.9,21.3,,0.26,0.51,0.38,,4.62,0,26.3
Simone Pafundi,6,,,50.0,40.0,,0.0,10.0,10.0,,20.0,1,70.0
Simone Bastoni,946,,,44.7,26.8,,0.57,3.52,1.71,,6.76,0,35.27
Clément Grenier,60,,,57.1,42.9,,1.43,0.0,0.0,,14.3,1,57.2
Rodrigo Bentancur,1155,,,59.1,51.6,,0.08,2.73,2.11,,9.53,1,63.24
Manuel Lazzari,1665,,,55.8,47.8,,0.32,1.68,0.76,,6.81,1,55.37
Predrag Rajkovi?,3420,,,33.1,23.4,,0.0,0.0,0.0,,5.66,0,29.06
Patson Daka,1159,,,17.3,13.3,,1.16,1.32,0.85,,4.5,0,18.65
Pere Milla,1205,,,30.8,21.8,,0.3,1.72,0.97,,5.52,0,28.29
Mikel Balenziaga,2027,,,44.6,34.0,,0.09,2.22,1.6,,8.93,1,44.53
Boubacar Kamara,1195,,,53.9,45.3,,0.08,3.23,1.35,,6.99,1,53.64
Ionu? Radu,810,,,37.3,24.6,,0.0,0.0,0.0,,1.22,0,25.82
Isma Ruiz,283,,,39.4,33.5,,0.32,0.97,0.32,,9.68,1,43.5
Renaud Emond,190,,,15.7,11.0,,0.0,1.43,0.95,,2.86,0,14.81
Rolando Mandragora,916,,,48.2,39.7,,0.39,2.16,1.18,,5.29,1,46.17
Zinédine Ould Khaled,42,,,58.0,56.0,,2.0,0.0,0.0,,12.0,1,68.0
Danny Blum,346,,,47.1,30.0,,1.32,0.53,0.26,,8.95,0,39.21
Moussa Dembélé,2207,,,18.1,12.6,,1.51,0.69,0.45,,3.71,0,16.76
Flavio Paoletti,82,,,51.1,42.2,,0.0,2.22,2.22,,4.44,1,48.86
Maxime Le Marchand,1295,,,59.4,47.2,,0.0,2.15,1.39,,7.15,1,55.74
Jack Harrison,2639,,,34.8,22.7,,0.58,1.91,1.09,,6.72,0,30.51
Leon Bailey,761,,,26.4,17.5,,0.94,2.24,1.41,,5.06,0,23.97
Domen ?rnigoj,1881,,,32.1,23.9,,0.57,1.44,0.81,,7.7,0,32.41
Robert Sánchez,3329,,,40.5,28.5,,0.0,0.0,0.0,,4.49,0,32.99
Alexandre Oukidja,1875,,,28.3,18.3,,0.0,0.0,0.0,,5.24,0,23.54
Vicente Guaita,1980,,,32.1,23.0,,0.0,0.0,0.0,,1.0,0,24.0
Riccardo Orsolini,1151,,,36.3,22.4,,1.09,1.33,0.86,,5.0,0,28.26
Fidel,2261,,,43.6,32.4,,0.28,1.51,0.8,,6.14,0,39.34
Niclas Füllkrug,1667,,,32.1,19.5,,1.19,0.38,0.22,,3.35,0,23.07
Dennis Jastrzembski,225,,,42.8,27.6,,0.0,0.8,0.8,,8.4,0,36.8
Aleksandar Kolarov,42,,,74.0,60.0,,0.0,2.0,2.0,,6.0,1,68.0
Marcin Bu?ka,180,,,33.5,27.0,,0.0,0.0,0.0,,1.5,0,28.5
Ante Budimir,1738,,,18.8,11.7,,0.93,1.19,0.57,,4.15,0,16.42
Ante Palaversa,10,,,70.0,60.0,,10.0,10.0,10.0,,30.0,1,100.0
Alexander Hack,2074,,,48.8,38.7,,0.22,2.57,1.78,,13.8,1,54.28
Kike,552,,,19.7,13.9,,1.15,0.33,0.33,,2.95,0,17.18
Téji Savanier,1559,,,60.7,43.0,,0.69,1.91,1.33,,7.86,1,52.19
Domagoj Bradari?,995,,,44.7,33.5,,0.0,0.9,0.63,,5.14,0,39.27
Lucas Leiva,1697,,,65.8,60.6,,0.0,3.12,1.85,,10.2,1,72.65
Timo Baumgartl,2166,,,48.4,38.9,,0.17,2.9,1.54,,10.7,1,51.14
Alessio Zerbin,55,,,28.3,16.7,,1.67,5.0,1.67,,1.67,0,20.04
Shkodran Mustafi,658,,,49.0,38.5,,0.27,1.51,0.55,,9.86,1,48.91
Luis Milla,2693,,,48.4,38.4,,0.1,1.71,1.04,,10.1,1,49.54
Valerio Verre,677,,,53.1,37.6,,0.4,1.87,0.93,,8.13,1,46.66
Marko Dmitrovi?,225,,,40.0,28.8,,0.0,0.0,0.0,,1.2,0,30.0
Sergio Akieme,1890,,,43.9,34.0,,0.29,1.29,0.76,,5.14,1,39.9
Pervis Estupiñán,1575,,,60.4,47.8,,0.23,2.11,1.14,,9.31,1,58.25
Robin Le Normand,1356,,,52.5,47.3,,0.07,1.26,0.73,,4.11,1,52.14
Fernando Calero,1090,,,51.8,43.7,,0.0,2.07,1.16,,8.51,1,53.37
Raúl Parra,88,,,31.0,22.0,,0.0,4.0,4.0,,5.0,0,31.0
Neymar,1851,,,64.9,51.7,,1.21,1.46,0.73,,5.53,1,57.96
Paul Akouokou,238,,,38.8,36.2,,0.38,3.46,1.92,,6.54,1,44.66
Omar Colley,2745,,,46.7,39.3,,0.03,1.77,1.21,,9.7,1,50.21
Alex Ferrari,373,,,49.3,38.0,,0.0,3.9,2.2,,7.32,1,47.52
Simone Bastoni,2288,,,47.6,35.0,,0.24,2.36,1.42,,8.82,1,45.24
Maxime Busi,1296,,,48.5,37.6,,0.14,1.6,0.97,,6.74,1,45.31
Yassine Bounou,1665,,,38.0,28.5,,0.0,0.05,0.05,,1.35,0,29.9
Rayan Raveloson,1011,,,38.3,31.8,,0.09,1.52,0.8,,5.8,0,38.4
Felipe,1504,,,47.5,39.5,,0.24,1.32,0.96,,12.3,1,52.76
Étienne Capoue,2290,,,52.6,46.4,,0.2,1.97,1.34,,8.78,1,56.52
Lilian Brassier,2263,,,49.7,40.5,,0.08,1.91,1.16,,7.93,1,49.59
Giacomo Raspadori,572,,,45.9,35.0,,1.88,1.25,1.09,,3.13,0,39.22
Giovani Lo Celso,521,,,46.0,38.3,,0.52,3.62,2.93,,4.48,1,45.71
Giorgos Kyriakopoulos,1975,,,58.6,48.4,,0.46,1.6,1.0,,7.21,1,56.61
Josh Dasilva,999,,,38.2,30.4,,0.45,1.26,0.63,,3.87,0,34.9
Dan Gosling,166,,,37.2,31.7,,0.56,1.11,0.56,,11.1,1,43.36
Mathías Olivera,2803,,,46.5,33.7,,0.23,2.64,1.7,,8.55,1,43.95
Matteo Bianchetti,1243,,,38.9,29.9,,0.29,1.3,0.72,,5.07,0,35.69
Rhys Healey,60,,,20.0,10.0,,2.86,0.0,0.0,,4.29,0,14.29
Roberto Piccoli,192,,,11.9,6.19,,0.95,0.48,0.0,,1.9,0,8.09
Pablo Marí,180,,,43.0,39.0,,0.0,3.0,1.0,,8.5,1,48.5
Alexis Blin,1253,,,40.5,32.8,,0.07,2.52,1.08,,5.04,0,38.92
Victor Lindelöf,452,,,63.2,58.4,,0.0,1.0,0.6,,5.2,1,64.2
Lucas Höler,2583,,,31.5,21.9,,0.91,1.32,0.98,,5.51,0,28.39
Dickson Abiama,726,,,17.2,11.1,,0.49,1.73,0.86,,4.81,0,16.77
Daniel Kyereh,559,,,29.4,22.4,,0.81,0.97,0.65,,4.03,0,27.08
Ajdin Hrustic,226,,,37.6,30.0,,0.0,0.8,0.4,,4.4,0,34.8
Morgan Sanson,11,,,70.0,50.0,,0.0,20.0,10.0,,10.0,1,70.0
Carlos Gruezo,970,,,28.9,23.3,,0.0,2.13,1.57,,8.7,0,33.57
Ryan Fraser,313,,,34.9,24.3,,0.29,0.57,0.57,,4.0,0,28.87
Christian Nørgaard,959,,,42.2,30.7,,0.56,2.24,1.12,,8.97,1,40.79
Davie Selke,282,,,21.9,13.2,,0.97,0.65,0.32,,1.94,0,15.46
Nedim Bajrami,24,,,23.3,16.7,,3.33,0.0,0.0,,3.33,0,20.03
Konstantinos Mavropanos,2705,,,60.8,49.2,,0.37,2.36,1.3,,10.1,1,60.6
Noni Madueke,112,,,47.5,37.5,,0.83,1.67,1.67,,5.0,1,44.17
Jacopo Dezi,16,,,130.0,110.0,,0.0,0.0,0.0,,25.0,1,135.0
Quentin Merlin,1265,,,64.0,48.2,,0.21,1.56,0.92,,5.96,1,55.08
Grischa Prömel,2422,,,35.1,26.5,,0.45,1.64,1.12,,10.6,0,38.22
M'Bala Nzola,1068,,,21.1,16.9,,1.09,0.59,0.25,,3.45,0,20.6
Fisnik Asllani,9,,,80.0,60.0,,0.0,0.0,0.0,,0.0,1,60.0
Wissam Ben Yedder,1135,,,27.1,20.7,,1.59,0.63,0.32,,2.62,0,23.64
Osman Bukari,1012,,,28.5,21.3,,0.8,1.61,0.89,,7.86,0,30.05
Takefusa Kubo,1605,,,29.0,20.4,,0.51,1.57,1.35,,6.46,0,28.21
Roberto Arroyo,15,,,25.0,0.0,,0.0,5.0,5.0,,0.0,0,5.0
Jeff Reine-Adélaïde,23,,,103.3,86.7,,0.0,0.0,0.0,,10.0,1,96.7
Thomas Lemar,662,,,59.7,49.9,,0.41,1.89,0.95,,6.62,1,57.47
Marvin Friedrich,1169,,,47.9,36.2,,0.31,1.54,0.92,,9.92,1,47.04
Scott McTominay,753,,,31.8,25.7,,0.36,2.26,1.79,,5.95,0,33.44
Junior Messias,879,,,31.4,22.9,,0.71,1.22,0.92,,3.57,0,27.39
Augusto Solari,194,,,45.0,35.9,,0.0,3.18,2.27,,5.91,1,44.08
Joscha Wosz,9,,,40.0,30.0,,0.0,0.0,0.0,,0.0,0,30.0
Jordan Larsson,463,,,22.9,17.1,,0.0,1.57,0.98,,4.51,0,22.59
Thomas Ouwejan,752,,,52.6,31.8,,0.12,2.14,0.83,,6.55,0,39.18
Jeong Woo-yeong,1782,,,32.6,23.8,,0.96,0.76,0.45,,5.2,0,29.45
Héctor Bellerín,1979,,,48.4,37.0,,0.05,2.0,0.86,,7.55,1,45.41
Alphonso Davies,1740,,,69.2,58.2,,0.31,2.18,1.3,,10.9,1,70.4
Luca Marrone,135,,,56.0,52.0,,0.0,0.0,0.0,,5.33,1,57.33
Jérôme Roussillon,161,,,54.4,37.8,,0.56,0.56,0.0,,5.0,1,42.8
Alex Oxlade-Chamberlain,314,,,28.3,20.9,,0.86,1.43,1.14,,5.43,0,27.47
Aaron Ramsdale,3060,,,34.0,23.2,,0.0,0.0,0.0,,5.38,0,28.58
Beñat Turrientes,207,,,40.9,35.2,,0.87,0.87,0.43,,7.83,1,43.46
Samir Handanovi?,3330,,,34.0,28.9,,0.0,0.0,0.0,,3.08,0,31.98
Bryan Mbeumo,1657,,,27.3,18.2,,0.92,0.6,0.33,,4.46,0,22.99
Jacob Ramsey,2467,,,38.0,32.8,,0.4,2.41,1.5,,6.5,1,40.8
Keita Baldé,1229,,,19.6,14.5,,0.66,0.66,0.22,,3.58,0,18.3
Rolando Mandragora,1319,,,52.0,43.8,,0.34,1.29,0.48,,9.73,1,54.01
Carlos Akapo,1844,,,41.4,30.7,,0.05,2.59,1.66,,9.76,1,42.12
Randy Ntekja,20,,,70.0,45.0,,0.0,20.0,15.0,,0.0,1,60.0
Renan Lodi,1181,,,48.9,38.3,,0.31,2.44,1.3,,7.18,1,46.78
Agustín Marchesín,1710,,,33.4,23.6,,0.0,0.0,0.0,,1.16,0,24.76
Anthony Modeste,2606,,,15.3,10.1,,1.48,0.41,0.21,,2.9,0,13.21
Janni Serra,1117,,,23.7,15.9,,0.81,0.48,0.32,,5.4,0,21.62
Aster Vranckx,8,,,30.0,20.0,,0.0,0.0,0.0,,30.0,1,50.0
Oriol Romeu,74,,,37.5,35.0,,0.0,1.25,0.0,,10.0,1,45.0
Shandon Baptiste,431,,,38.8,32.1,,0.21,1.46,1.04,,6.67,1,39.81
Dodi Lukebakio,1483,,,24.0,16.2,,0.91,0.73,0.42,,4.61,0,21.23
Romain Del Castillo,28,,,50.0,36.7,,0.0,6.67,3.33,,6.67,1,46.7
Alessandro Zanoli,122,,,56.4,40.0,,0.0,0.71,0.71,,5.0,1,45.71
Randal Kolo Muani,2948,,,18.3,12.3,,0.79,0.85,0.58,,4.48,0,17.36
Allan Saint-Maximin,2804,,,24.3,17.5,,0.83,0.29,0.19,,5.74,0,23.43
Alessandro Schöpf,2397,,,39.8,30.8,,0.34,1.65,0.9,,12.1,1,43.8
David Ospina,2790,,,32.1,26.2,,0.0,0.0,0.0,,4.45,0,30.65
Yýldýrým Mert Çetin,20,,,15.0,10.0,,0.0,5.0,0.0,,15.0,0,25.0
Duan Vlahovi?,953,,,18.6,13.2,,1.13,0.66,0.38,,2.64,0,16.22
Shane Duffy,6,,,40.0,20.0,,0.0,0.0,0.0,,0.0,0,20.0
Alessandro Zanoli,457,,,55.9,44.5,,0.0,1.76,0.98,,7.06,1,52.54
Mohamed Fares,587,,,39.7,27.4,,0.46,1.54,0.62,,7.54,0,35.56
Roger Ibanez,1890,,,53.9,47.4,,0.29,2.33,1.1,,6.43,1,54.93
Jordan Lotomba,1638,,,50.4,41.7,,0.16,2.2,1.32,,4.4,1,47.42
William Mikelbrencis,610,,,46.2,32.5,,0.15,2.21,1.47,,6.03,1,40.0
Johan Mojica,270,,,59.3,42.3,,0.0,2.0,1.0,,11.0,1,54.3
Maghnes Akliouche,54,,,36.7,33.3,,1.67,3.33,1.67,,6.67,1,41.64
Azor Matusiwa,1331,,,52.6,44.4,,0.14,2.91,2.03,,8.85,1,55.28
Francisco Perez,41,,,52.0,42.0,,0.0,0.0,0.0,,10.0,1,52.0
Pavel Kade?ábek,1195,,,51.2,38.1,,0.15,1.2,0.68,,6.09,1,44.87
Christopher Jullien,1435,,,36.0,30.1,,0.06,1.76,1.07,,4.47,0,35.64
Youssef En-Nesyri,1277,,,12.9,8.87,,0.85,0.63,0.35,,2.68,0,11.9
Andrea Colpani,481,,,40.9,32.5,,0.57,1.13,0.75,,6.42,1,39.67
Lee Jae-sung,1117,,,39.7,29.3,,0.65,1.94,0.81,,6.05,0,36.16
Kike Barja,387,,,40.7,27.2,,0.7,0.7,0.23,,3.95,0,31.38
Felipe Caicedo,23,,,26.7,10.0,,0.0,0.0,0.0,,3.33,0,13.33
Yayah Kallon,636,,,25.5,16.8,,0.14,1.83,1.13,,8.31,0,26.24
Arkadiusz Milik,129,,,26.4,20.0,,0.0,0.71,0.71,,2.86,0,23.57
Omar Mascarell,1547,,,43.3,36.2,,0.06,1.51,0.81,,5.58,1,42.59
Habib Diallo,1541,,,21.8,15.6,,1.29,0.53,0.41,,4.21,0,20.22
Ermin Bi?ak?i?,5,,,30.0,30.0,,0.0,0.0,0.0,,0.0,0,30.0
Rober,2010,,,46.7,37.9,,0.04,2.02,1.26,,9.69,1,48.85
Steven Alzate,404,,,52.0,46.0,,0.22,2.0,1.78,,13.6,1,61.38
Moustapha Cissé,38,,,27.5,17.5,,2.5,5.0,2.5,,5.0,0,25.0
Georginio Rutter,1611,,,18.4,11.8,,1.06,1.4,0.89,,4.36,0,17.05
Jannes Horn,59,,,27.1,21.4,,0.0,2.86,1.43,,2.86,0,25.69
Thomas Delaney,309,,,48.2,41.2,,0.29,1.18,0.59,,2.35,1,44.14
Andrea Belotti,406,,,22.2,15.1,,0.89,1.11,0.67,,2.44,0,18.21
Pablo Ibáñez,185,,,39.5,26.2,,0.95,3.33,0.95,,3.33,0,30.48
Arnór Sigur?sson,183,,,25.0,19.5,,0.0,0.5,0.0,,7.0,0,26.5
Joel Voelkerling Persson,55,,,31.7,23.3,,0.0,1.67,1.67,,5.0,0,29.97
Jan Thielmann,520,,,24.0,15.2,,0.69,1.38,1.21,,3.79,0,20.2
Connor Ronan,1,,,4.0,3.0,,0.0,0.0,0.0,,0.0,0,3.0
Suk Hyun-jun,153,,,24.1,18.8,,1.18,0.0,0.0,,4.71,0,23.51
Marvelous Nakamba,904,,,37.4,31.9,,0.0,3.1,1.9,,10.7,1,44.5
Fikayo Tomori,2718,,,56.2,49.8,,0.07,2.42,1.49,,8.01,1,59.3
Jeremie Boga,764,,,50.1,40.4,,0.59,0.82,0.71,,7.41,1,48.52
Andre-Frank Zambo Anguissa,1594,,,62.9,54.7,,0.45,1.98,1.19,,6.61,1,62.5
Adam Forshaw,1530,,,47.6,39.9,,0.24,3.0,1.65,,11.2,1,52.75
Charles De Ketelaere,702,,,29.9,22.7,,0.38,1.41,0.64,,5.0,0,28.34
Ethan Ampadu,2282,,,45.4,34.1,,0.04,2.99,1.69,,10.4,1,46.19
Tyler Onyango,28,,,3.33,0.0,,0.0,3.33,0.0,,3.33,0,3.33
Thomas Delaney,18,,,75.0,55.0,,0.0,0.0,0.0,,25.0,1,80.0
Conor Coventry,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0
Tony Jantschke,88,,,64.0,57.0,,0.0,2.0,1.0,,1.0,1,59.0
Mario Suárez,6,,,30.0,20.0,,0.0,0.0,0.0,,0.0,0,20.0
Manor Solomon,79,,,25.6,20.0,,2.22,2.22,1.11,,13.3,0,34.41
Matondo-Merveille Papela,83,,,30.0,23.3,,0.0,4.44,0.0,,13.3,0,36.6
Steffen Tigges,952,,,19.7,11.1,,0.57,0.57,0.38,,1.7,0,13.18
Virgil van Dijk,3060,,,74.1,67.3,,0.38,0.62,0.35,,12.1,1,79.75
Mathias Olesen,17,,,65.0,45.0,,0.0,0.0,0.0,,25.0,1,70.0
Mathias Jørgensen,745,,,40.8,32.8,,0.12,1.69,0.84,,4.22,0,37.86
Jean-Ricner Bellegarde,2332,,,41.7,34.6,,0.27,2.51,2.01,,9.58,1,46.19
Vinicius Souza,1527,,,32.8,26.5,,0.06,4.0,2.53,,5.88,0,34.91
Fred,763,,,55.3,43.9,,0.59,2.82,1.76,,8.71,1,54.37
Emerson,91,,,69.0,58.0,,0.0,4.0,3.0,,5.0,1,66.0
Kevin Vázquez,90,,,53.0,43.0,,0.0,3.0,1.0,,8.0,1,52.0
Copete,1285,,,37.7,29.4,,0.0,2.03,1.19,,5.1,0,35.69
Alberth Elis,1409,,,20.5,12.7,,0.76,1.4,0.96,,4.08,0,17.74
Ajdin Hrustic,964,,,56.0,45.4,,0.75,1.68,1.4,,10.7,1,57.5
Alexander Nübel,2070,,,30.1,22.4,,0.0,0.0,0.0,,1.22,0,23.62
Nélson Semedo,1272,,,47.7,38.3,,0.0,3.12,1.99,,5.53,1,45.82
Sebastian Walukiewicz,302,,,52.6,47.4,,0.0,2.35,1.47,,5.88,1,54.75
Javier Llabrés,17,,,20.0,20.0,,0.0,0.0,0.0,,5.0,0,25.0
Ludovic Ajorque,2738,,,29.9,22.0,,0.79,1.51,0.82,,3.75,0,26.57
Davie Selke,122,,,22.1,10.7,,0.0,0.0,0.0,,0.71,0,11.41
Karamoko Dembele,123,,,47.1,29.3,,1.43,0.71,0.0,,5.0,0,34.3
Séamus Coleman,2656,,,41.9,30.9,,0.03,2.44,1.42,,9.12,1,41.44
Komnen Andri?,1250,,,27.4,20.6,,0.79,0.79,0.29,,2.52,0,23.41
Loïc Bade,985,,,65.0,59.8,,0.0,0.46,0.28,,7.8,1,67.88
Vitinha,1381,,,76.3,70.4,,0.26,2.03,0.98,,7.19,1,78.57
Mamadou Mbaye,537,,,32.3,23.5,,0.0,1.0,0.5,,3.83,0,27.83
Facundo Buonanotte,16,,,40.0,35.0,,0.0,0.0,0.0,,5.0,1,40.0
Himad Abdelli,770,,,49.5,40.0,,0.35,2.91,1.4,,8.14,1,49.54
Jan Oblak,1592,,,28.6,18.2,,0.0,0.0,0.0,,1.07,0,19.27
Yassine Bounou,2790,,,34.6,26.2,,0.0,0.0,0.0,,3.97,0,30.17
Cristiano Ronaldo,2456,,,32.5,26.3,,1.43,0.37,0.29,,3.7,0,30.29
Víctor Chust,1830,,,39.7,34.4,,0.1,1.13,0.69,,8.67,1,43.76
Guido Carrillo,1168,,,24.5,17.2,,0.77,0.77,0.54,,4.92,0,22.66
Zeki Çelik,2696,,,59.2,47.5,,0.1,2.53,1.63,,8.3,1,57.43
Erik Pieters,730,,,42.5,29.9,,0.0,3.46,1.98,,9.26,1,41.14
Sebastiaan Bornauw,2007,,,52.2,45.0,,0.18,1.43,0.99,,9.01,1,55.0
Franco Russo,145,,,37.5,28.8,,0.0,1.25,0.63,,7.5,0,36.93
Pedro,1119,,,45.5,36.1,,0.56,1.13,0.73,,4.19,1,41.02
Joshua Kimmich,2474,,,94.0,80.0,,0.29,1.56,1.2,,12.3,1,93.5
Morgan Schneiderlin,649,,,56.3,47.6,,0.0,2.5,1.53,,11.4,1,60.53
Kortney Hause,397,,,46.8,36.8,,0.45,0.91,0.91,,12.5,1,50.21
André Gomes,765,,,72.7,61.8,,0.35,2.71,1.29,,8.71,1,71.8
Danilo D'Ambrosio,1000,,,66.4,58.9,,0.27,2.61,1.62,,8.56,1,69.08
Andrew Gravillon,2135,,,39.8,30.5,,0.17,1.22,0.89,,6.16,0,37.55
Nemanja Mati?,1382,,,65.6,57.2,,0.06,2.21,1.82,,10.7,1,69.72
Rubén García,2375,,,47.2,33.8,,0.34,1.67,0.91,,6.63,1,41.34
Emi Buendía,1220,,,42.2,33.1,,0.44,2.57,0.96,,5.74,1,39.8
Marc-Aurèle Caillard,1542,,,27.0,16.1,,0.0,0.0,0.0,,4.74,0,20.84
Fali,1803,,,33.7,26.1,,0.0,1.9,1.35,,8.25,0,35.7
Munir El Haddadi,313,,,36.6,25.7,,0.29,1.14,0.57,,4.0,0,30.27
Amine Harit,515,,,47.5,38.8,,0.53,1.05,0.7,,4.74,1,44.24
Teemu Pukki,3253,,,14.6,10.9,,0.66,0.66,0.3,,3.43,0,14.63
Moise Kean,725,,,16.5,12.0,,1.23,0.99,0.74,,3.33,0,16.07
David Alaba,2642,,,66.9,61.4,,0.2,0.85,0.61,,6.43,1,68.44
Krzysztof Pi?tek,347,,,21.5,13.8,,1.28,0.51,0.26,,3.33,0,17.39
Eden Hazard,717,,,51.4,45.8,,0.88,1.0,0.75,,3.75,1,50.3
Japhet Tanganga,141,,,54.4,48.8,,0.0,1.88,1.25,,5.0,1,55.05
Pascal Groß,2038,,,58.2,43.5,,0.31,1.37,0.93,,8.14,1,52.57
Davide Frattesi,1726,,,32.1,25.2,,0.94,2.19,0.99,,5.21,0,31.4
Youssouf Sabaly,996,,,54.7,45.2,,0.09,2.25,0.99,,6.04,1,52.23
Nicolás Domínguez,2015,,,53.4,43.8,,0.18,3.48,2.14,,11.6,1,57.54
Jeremy Sarmiento,48,,,40.0,28.0,,0.0,6.0,2.0,,12.0,1,42.0
Marko Dmitrovi?,540,,,37.3,31.2,,0.0,0.0,0.0,,5.5,0,36.7
Emerson Palmieri,5,,,20.0,10.0,,0.0,0.0,0.0,,0.0,0,10.0
Luca Kilian,1,,,1.0,0.0,,0.0,0.0,0.0,,1.0,0,1.0
Kieran Tierney,1915,,,54.6,42.4,,0.23,0.99,0.56,,8.03,1,50.99
Pierre-Yves Hamel,30,,,23.3,10.0,,0.0,0.0,0.0,,3.33,0,13.33
Lucas Da Cunha,393,,,38.0,27.7,,0.68,3.18,1.82,,9.09,0,38.61
Pietro Pellegri,131,,,12.7,8.0,,0.67,2.0,2.0,,6.0,0,16.0
Bernardo Espinosa,842,,,59.4,52.2,,0.32,0.43,0.0,,4.89,1,57.09
Ryan Bertrand,337,,,51.6,41.6,,0.0,2.43,1.08,,4.59,1,47.27
Christophe Hérelle,1932,,,38.0,33.4,,0.09,2.09,0.98,,6.42,1,40.8
Gelson Martins,335,,,41.1,32.2,,0.81,4.05,2.16,,6.76,1,41.12
Angel Gomes,954,,,37.1,29.0,,0.19,1.79,1.23,,6.23,0,36.46
Dani Gómez,76,,,16.3,11.3,,0.0,2.5,1.25,,6.25,0,18.8
Mikel Balenziaga,45,,,74.0,56.0,,0.0,4.0,4.0,,4.0,1,64.0
Daniel Amartey,1365,,,62.8,57.5,,0.13,1.12,0.39,,5.53,1,63.42
Didier Lamkel Zé,605,,,26.9,19.1,,1.04,0.6,0.3,,4.93,0,24.33
Takuma Asano,637,,,19.9,14.1,,0.85,0.7,0.42,,4.37,0,18.89
Felix Agu,49,,,50.0,32.0,,0.0,2.0,0.0,,6.0,0,38.0
Mattia Aramu,2100,,,34.5,22.7,,0.69,0.9,0.47,,5.19,0,28.36
Frederik Winther,328,,,45.8,35.0,,0.0,2.22,1.11,,10.6,1,46.71
Pierre Lees-Melou,1417,,,45.7,38.0,,0.45,2.55,1.72,,8.15,1,47.87
Abner,272,,,54.3,39.0,,0.33,2.67,2.33,,6.0,1,47.33
Manu Morlanes,27,,,56.7,50.0,,0.0,3.33,3.33,,0.0,1,53.33
Pierre-Yves Hamel,523,,,18.3,13.8,,0.69,2.24,1.55,,2.76,0,18.11
Moussa Sissoko,1147,,,35.2,27.4,,0.24,1.34,0.87,,6.54,0,34.81
Martín Zubimendi,2591,,,50.4,43.2,,0.35,2.08,1.08,,9.41,1,53.69
Kim Min-jae,1755,,,78.7,70.9,,0.1,1.79,1.13,,6.72,1,78.75
Alejandro Balde,1210,,,65.4,59.3,,0.15,1.72,1.34,,6.27,1,66.91
Emmanuel Amankwaa Akurugu,79,,,44.4,30.0,,0.0,0.0,0.0,,10.0,1,40.0
Vanderson,1120,,,47.3,34.1,,0.48,2.34,1.53,,9.44,1,45.07
Pablo Durán,36,,,52.5,35.0,,0.0,0.0,0.0,,7.5,1,42.5
Emil Ceide,53,,,41.7,21.7,,0.0,6.67,3.33,,6.67,0,31.7
Damir Ceter,6,,,20.0,10.0,,0.0,0.0,0.0,,0.0,0,10.0
César de la Hoz,853,,,30.8,25.2,,0.11,2.0,1.26,,4.74,0,31.2
Nadir Zortea,222,,,39.2,24.0,,1.2,4.0,2.0,,5.6,0,31.6
Fábio Silva,572,,,20.6,14.5,,0.78,0.94,0.78,,5.16,0,20.44
Thomas Mangani,2193,,,60.9,48.6,,0.12,2.83,1.76,,9.92,1,60.28
Jacopo Sala,112,,,38.3,30.0,,0.0,0.83,0.0,,4.17,0,34.17
Abdel Jalil Medioub,622,,,41.2,33.6,,0.0,2.17,1.16,,8.12,1,42.88
Lucas Vázquez,1833,,,76.0,65.6,,0.25,2.35,1.52,,7.4,1,74.52
Felix Passlack,472,,,68.1,56.3,,0.19,2.5,1.54,,7.69,1,65.53
Kristjan Asllani,295,,,68.5,59.4,,0.0,2.12,1.21,,7.27,1,67.88
Danny Ward,1980,,,37.0,27.4,,0.0,0.05,0.05,,1.0,0,28.45
Jordan Pickford,3150,,,32.4,17.0,,0.0,0.03,0.0,,4.8,0,21.8
Pedro Neto,599,,,35.8,26.4,,0.3,1.19,0.9,,5.22,0,32.52
Nathan Collins,1670,,,34.5,24.9,,0.27,1.61,1.24,,12.4,0,38.54
Justin Hoogma,270,,,57.0,47.7,,0.0,1.33,1.0,,5.33,1,54.03
Ihlas Bebou,310,,,20.6,12.6,,1.47,0.88,0.88,,4.12,0,17.6
Denis Bouanga,2436,,,29.6,20.4,,1.18,1.85,1.11,,7.31,0,28.82
Miguel,829,,,17.6,12.3,,0.43,1.2,0.98,,4.13,0,17.41
Julien Faussurier,489,,,49.3,36.9,,0.56,1.85,1.48,,7.04,1,45.42
Neymar,1495,,,74.6,59.8,,1.02,1.33,0.84,,3.55,1,64.19
Fede San Emeterio,972,,,34.9,27.6,,0.0,1.48,0.56,,3.33,0,31.49
