name,minutes,passes_success,passes_total,shots_on_target,duels_won,duels_total,recoveries_high
Gary Medel,2823,47.0,52.5,0.0,0.57,1.08,9.27
Facundo Medina,2593,70.7,78.4,0.07,1.81,2.57,9.31
Nathan de Medina,775,26.7,37.3,0.12,1.4,2.44,7.21
Ben Mee,1839,26.4,36.0,0.2,0.78,1.32,11.9
Admir Mehmedi,4,4.0,6.0,0.0,0.0,0.0,2.0
Hannibal Mejbri,68,21.3,26.3,1.25,0.0,0.0,6.25
Farid El Melali,14,10.0,25.0,0.0,0.0,0.0,25.0
Filippo Melegoni,980,22.6,32.5,0.64,1.01,1.74,9.17
Óscar Melendo,990,36.0,40.5,0.0,0.64,1.0,6.82
Gonzalo Melero,1692,35.6,41.8,0.48,1.22,1.91,6.7
Birger Meling,1829,48.1,55.7,0.05,1.43,2.51,6.21
Arthur Melo,962,59.1,65.5,0.0,1.31,2.06,10.6
Houboulang Mendes,3220,33.5,40.5,0.14,1.17,2.07,6.54
Nuno Mendes,1658,53.9,61.6,0.05,1.36,2.45,7.77
Pedro Mendes,16,25.0,40.0,0.0,0.0,0.0,10.0
Thiago Mendes,1863,66.5,75.4,0.19,1.55,2.17,10.5
Tomás Mendes,9,40.0,50.0,0.0,0.0,0.0,10.0
Brais Méndez,3021,35.8,45.2,0.48,1.13,2.05,7.71
Édgar Méndez,1614,14.7,24.1,0.45,0.89,1.68,5.98
Arial Mendy,792,36.5,46.5,0.34,0.8,1.25,6.82
Batista Mendy,2413,40.3,46.5,0.22,1.27,1.75,8.1
Benjamin Mendy,78,81.1,96.7,0.0,1.11,3.33,7.78
Edouard Mendy,3060,23.0,27.6,0.0,0.0,0.0,3.85
Ferland Mendy,1734,64.6,70.5,0.31,0.83,1.35,7.1
Nampalys Mendy,1032,52.3,56.5,0.09,1.04,1.39,9.65
Gideon Mensah,1208,48.4,59.3,0.0,1.12,2.84,8.96
Jorge Meré,490,48.1,55.6,0.0,0.56,1.3,11.3
Alex Meret,619,24.9,28.0,0.0,0.0,0.0,2.9
Fran Mérida,266,40.0,59.0,0.0,1.67,2.67,13.0
Mikel Merino,2890,42.6,54.8,0.47,1.56,2.37,10.6
Quentin Merlin,1926,48.3,63.4,0.19,1.26,2.48,6.78
Martín Merquelanz,173,25.8,36.3,0.0,1.05,1.58,7.89
Yýldýrým Mert Çetin,46,50.0,66.0,0.0,0.0,2.0,10.0
Dries Mertens,1384,26.9,35.9,1.23,0.71,0.84,4.09
Illan Meslier,3384,26.8,36.6,0.0,0.0,0.0,4.28
Lionel Messi,2153,59.1,69.7,1.17,0.29,0.42,4.85
Junior Messias,1428,23.2,34.4,1.07,1.51,2.14,7.3
Thomas Meunier,1402,57.6,73.8,0.38,1.47,2.18,10.8
Mexer,1227,42.6,50.2,0.07,0.96,1.25,8.38
Marco Meyerhöfer,2280,35.3,47.4,0.08,0.91,2.02,9.49
Matt Miazga,833,25.4,32.4,0.32,0.86,1.29,8.39
Kingsley Michael,76,30.0,35.0,1.25,2.5,2.5,7.5
Sven Michel,338,21.8,32.6,0.79,1.84,2.89,7.63
Edouard Michut,70,65.0,68.8,0.0,2.5,2.5,3.75
Miguel,829,12.3,17.6,0.43,0.98,1.2,4.13
Valentin Mihaila,76,22.5,43.8,1.25,1.25,1.25,8.75
Mikael,87,11.0,17.0,0.0,1.0,1.0,2.0
Hilmir Mikaelsson,18,5.0,5.0,0.0,0.0,10.0,0.0
Georges Mikautadze,1,0.0,1.0,0.0,0.0,0.0,0.0
William Mikelbrencis,610,32.5,46.2,0.15,1.47,2.21,6.03
Nikola Milenkovi?,2926,57.9,64.5,0.28,0.77,1.42,10.6
Arkadiusz Milik,1416,19.7,24.4,1.21,0.32,0.64,2.93
Sergej Milinkovi?-Savi?,3100,56.3,68.8,0.9,1.19,1.57,6.92
Vanja Milinkovi?-Savi?,2430,19.9,38.2,0.0,0.0,0.0,5.15
Éder Militão,3031,52.8,59.2,0.24,1.19,1.93,8.99
Luka Milivojevi?,774,45.0,56.4,0.0,1.51,2.44,11.2
Luis Milla,2693,38.4,48.4,0.1,1.04,1.71,10.1
Pere Milla,1644,21.4,29.2,0.77,0.98,1.58,7.1
Enzo Millot,53,40.0,50.0,0.0,0.0,1.67,8.33
James Milner,853,65.6,78.8,0.21,2.42,3.68,11.5
Santi Mina,2367,17.3,25.6,0.8,0.8,1.18,5.17
Yerry Mina,846,30.7,37.6,0.11,1.28,1.81,9.04
Takumi Minamino,186,30.0,35.7,1.9,0.95,1.43,4.29
Tyrone Mings,3189,35.9,44.6,0.14,0.59,1.02,8.87
Óscar Mingueza,894,66.7,76.6,0.1,1.21,2.53,6.67
Rafa Mir,1808,12.0,17.5,1.09,0.35,0.35,3.53
Jorge Miramón,1977,36.0,47.1,0.09,1.14,1.68,7.41
Aleksei Miranchuk,772,37.0,44.7,0.47,0.58,1.16,6.74
Juan Miranda,783,45.3,59.2,0.23,1.49,2.53,7.82
Fabio Miretti,321,34.4,41.7,0.0,1.39,2.5,7.5
Tyrick Mitchell,3101,40.1,55.0,0.03,1.57,3.13,9.16
Stefan Mitrovi?,2667,24.1,30.6,0.03,0.27,0.57,9.05
Maximilian Mittelstädt,1493,32.7,47.6,0.0,1.87,3.43,8.19
Henrikh Mkhitaryan,2495,35.0,42.3,0.54,1.16,1.73,9.53
Jakub Moder,1701,31.2,42.6,0.32,1.53,2.22,7.72
Anthony Modeste,2606,10.1,15.3,1.48,0.21,0.41,2.9
Marco Modolo,392,28.4,34.8,0.23,0.68,0.68,6.59
Luka Modri?,2032,67.6,76.7,0.44,0.58,0.88,7.08
Terem Moffi,2711,14.1,18.9,0.66,0.47,0.73,3.69
Kevin Möhwald,354,36.4,45.6,0.51,0.77,1.54,12.8
Dion Moise Sahi,128,27.9,30.0,1.43,0.0,0.0,8.57
Johan Mojica,2855,44.8,58.6,0.13,0.91,1.42,9.27
Clinton Mola,113,84.6,92.3,0.0,0.0,2.31,10.8
Jorge Molina,1966,15.8,24.4,1.01,0.28,0.46,3.67
Nahuel Molina,2638,29.9,42.2,0.55,0.89,1.54,7.58
Cristian Molinaro,548,40.3,53.0,0.0,1.48,2.13,7.38
Florent Mollet,2630,33.1,40.9,0.58,0.58,1.1,6.16
Jon Moncayola,2915,33.6,43.1,0.37,0.59,1.23,8.61
Monchu,668,38.4,46.5,0.14,1.08,1.49,11.1
Thomas Monconduit,2248,40.5,51.6,0.48,1.16,1.72,10.0
Gonzalo Montiel,1066,46.4,59.7,0.08,0.34,1.1,8.73
Lorenzo Montipò,3060,16.1,28.8,0.0,0.0,0.0,4.41
Ángel Montoro,1331,33.7,44.8,0.27,1.22,1.76,7.91
Martín Montoya,518,44.1,54.0,0.34,1.55,3.1,8.1
Wesley Moraes,1,2.0,2.0,0.0,0.0,0.0,0.0
Álvaro Morata,2302,20.0,26.5,0.9,0.59,0.78,4.57
Jan Morávek,471,25.4,35.6,0.0,0.96,2.5,11.2
Jon Morcillo,54,33.3,56.7,0.0,0.0,0.0,18.3
Jérémy Morel,604,37.8,44.2,0.0,1.79,2.54,8.96
Alberto Moreno,1223,36.8,45.8,0.74,0.88,1.18,6.62
Álex Moreno,2404,39.0,52.7,0.3,1.65,2.92,9.44
Gerard Moreno,1191,24.5,35.8,0.98,0.3,0.53,3.71
Tete Morente,1632,23.1,32.9,0.44,0.77,1.44,7.18
Ilaix Moriba,32,42.5,50.0,2.5,0.0,2.5,5.0
Ilaix Moriba,818,24.5,31.8,0.55,1.87,3.3,10.0
Manu Morlanes,1144,44.3,50.7,0.16,1.57,2.36,11.0
Raúl Moro,201,34.1,39.5,0.45,0.0,0.91,5.91
Loren Morón,563,9.05,15.1,0.32,1.11,1.59,3.81
Loren Morón,4,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Morton,66,45.7,52.9,0.0,0.0,0.0,18.6
Cristhian Mosquera,212,27.9,31.7,0.0,1.25,2.5,5.83
Lebo Mothiba,522,18.6,21.9,0.34,1.03,1.55,2.59
Lebo Mothiba,1,0.0,0.0,0.0,0.0,0.0,0.0
Andrei Motoc,90,18.0,22.0,0.0,2.0,2.0,4.0
Baptiste Mouazan,96,22.7,29.1,0.0,2.73,3.64,5.45
Aimen Moueffek,432,42.1,48.3,0.21,1.25,1.46,12.1
Youssoufa Moukoko,223,14.4,17.2,1.2,0.4,0.4,6.8
Harold Moukoudi,1661,45.0,49.6,0.0,1.19,1.84,7.78
Jessy Moulin,630,23.7,33.9,0.0,0.0,0.0,5.0
Steve Mounié,2312,17.6,28.3,0.93,0.51,0.82,4.79
Mason Mount,2363,37.7,48.4,1.03,1.1,1.63,5.51
Lucas Moura,1775,29.2,38.8,0.56,0.71,1.47,7.06
Lys Mousset,160,21.7,26.7,0.56,0.0,0.0,5.56
João Moutinho,2970,50.6,60.1,0.21,1.64,2.3,10.8
Samuel Moutoussamy,1509,36.2,42.7,0.36,2.5,3.27,9.05
Toni Moya,1386,27.2,39.5,0.13,1.17,1.62,10.1
Samuel Mráz,54,13.3,18.3,0.0,0.0,0.0,5.0
Nordi Mukiele,1842,42.0,55.7,0.34,1.37,2.15,8.54
Mert Müldür,2046,42.6,52.7,0.18,1.32,2.25,6.26
Florian Müller,2700,28.3,33.7,0.0,0.0,0.0,5.1
Thomas Müller,2558,39.8,53.2,0.85,0.88,1.48,5.07
Bali Mumba,45,14.0,20.0,0.0,0.0,2.0,4.0
Marshall Munetsi,1885,26.0,32.0,0.62,1.1,2.39,7.94
Iker Muniain,2785,40.3,51.5,0.52,0.68,1.13,5.47
Aihen Muñoz,1342,39.0,50.9,0.0,1.21,2.48,8.93
Luis Muriel,1539,32.8,45.0,0.94,0.41,1.05,5.79
Jeison Murillo,1117,50.8,56.8,0.08,0.56,1.85,9.76
Vedat Muriqi,215,19.2,28.8,0.83,0.0,0.42,2.92
Vedat Muriqi,1438,16.5,29.1,0.94,0.19,0.25,4.88
Jacob Murphy,1473,22.2,34.9,0.37,1.04,2.5,7.5
Nicola Murru,983,28.7,43.0,0.09,1.83,2.66,6.88
Yunus Musah,1259,20.6,28.1,0.14,0.64,1.79,4.93
Torben Müsel,5,20.0,20.0,0.0,0.0,0.0,0.0
Jamal Musiala,1465,37.8,45.3,0.98,1.53,2.33,9.94
Juan Musso,2932,21.6,29.2,0.0,0.0,0.0,4.26
Shkodran Mustafi,658,38.5,49.0,0.27,0.55,1.51,9.86
Junior Mwanga,90,48.0,58.0,0.0,6.0,7.0,9.0
Enock Mwepu,996,27.0,35.9,0.72,1.26,2.25,9.37
Vitaliy Mykolenko,1055,27.7,39.4,0.17,1.2,2.39,8.63
Joakim Mæhle,1471,46.1,56.2,0.25,0.98,1.47,9.14
Obite N'Dicka,2857,49.7,58.3,0.16,1.36,2.05,10.6
Kévin N'Doram,1235,31.6,38.0,0.07,1.02,1.24,7.66
Eric N'Jo,98,22.7,27.3,0.0,0.0,0.0,6.36
Vital N'Simba,2789,46.0,59.3,0.13,2.06,2.81,8.29
Nacho,1555,55.0,59.2,0.17,0.64,1.1,7.51
Mickael Nade,2563,34.8,42.1,0.04,1.82,2.7,8.56
Marvelous Nakamba,904,31.9,37.4,0.0,1.9,3.1,10.7
Nahitan Nández,1523,27.2,38.5,0.12,1.66,2.31,5.44
Nani,287,29.1,40.0,0.0,0.63,0.94,7.19
Paul Nardi,1980,13.5,24.4,0.0,0.0,0.0,3.73
Nikolas Nartey,404,33.8,44.9,0.0,0.89,2.0,7.78
Matija Nastasi?,219,57.9,62.5,0.42,0.83,1.25,6.25
Roberto Navarro,199,34.5,42.3,1.36,1.82,3.18,6.36
Ximo Navarro,1347,28.1,39.7,0.2,0.87,2.13,7.47
Jesús Navas,1786,55.7,71.6,0.05,0.3,0.96,7.12
Keylor Navas,1856,24.6,26.8,0.0,0.0,0.0,4.66
Papa Ndiaga Yade,696,29.4,40.4,0.0,1.17,2.47,5.45
Loum Ndiaye,2312,23.9,32.1,0.31,1.25,2.1,11.8
Wilfred Ndidi,1618,42.1,51.1,0.22,2.61,3.89,13.8
Tanguy Ndombele,484,42.2,48.9,0.56,1.85,2.41,6.85
Tanguy Ndombele,701,59.2,66.7,0.0,2.44,3.08,9.36
Dan Ndoye,205,16.5,23.5,0.0,0.43,0.43,4.35
Paul Nebel,228,25.2,38.8,0.4,1.6,2.0,6.4
Álvaro Negredo,2157,13.5,22.5,1.04,0.08,0.17,3.0
Reiss Nelson,20,50.0,55.0,0.0,0.0,5.0,10.0
David Nemeth,311,42.0,49.7,0.0,0.57,1.14,8.86
Ilija Nestorovski,188,21.4,31.4,0.48,0.48,0.95,1.9
Neto,270,35.3,43.3,0.0,0.0,0.0,4.0
Pedro Neto,466,32.9,43.8,0.77,0.96,0.96,5.19
Luca Netz,1396,28.9,36.7,0.32,1.16,1.61,5.87
Manuel Neuer,2510,38.9,44.4,0.0,0.0,0.04,5.91
Florian Neuhaus,2121,38.0,48.0,0.81,1.69,2.37,8.56
Carlos Neva,2108,29.5,41.0,0.04,0.94,1.45,6.79
Rúben Neves,2661,53.8,65.0,0.54,1.45,2.26,10.5
Neymar,1851,51.7,64.9,1.21,0.73,1.46,5.53
Yvan Neyou,936,40.3,47.3,0.29,1.54,2.79,9.62
Jeremy Ngakia,903,32.2,43.3,0.0,2.1,4.1,8.3
Jessic Ngankam,341,7.11,11.3,1.32,0.53,1.05,4.74
Opa Nguette,1048,16.8,22.2,0.6,1.55,2.24,5.78
Aurélien Nguiamba,51,45.0,56.7,0.0,3.33,6.67,21.7
Sikou Niakaté,661,25.2,30.0,0.0,1.1,2.05,6.58
Moussa Niakhate,2567,43.0,55.9,0.11,1.3,2.11,11.0
Ibrahima Niane,1582,17.2,23.6,0.57,0.0,0.06,3.98
M'Baye Niang,777,13.4,20.5,1.16,0.81,1.05,3.26
Cheikh Niasse,44,40.0,50.0,0.0,4.0,4.0,26.0
Florian Niederlechner,1165,12.6,17.4,0.93,0.54,0.7,4.5
Håvard Nielsen,1367,16.1,24.2,0.59,1.18,1.78,4.67
Saúl Ñíguez,480,57.0,65.7,0.19,1.51,2.83,8.3
Saúl Ñíguez,201,43.6,54.1,0.0,1.82,3.18,9.55
Dimitris Nikolaou,3240,37.6,46.2,0.0,0.86,1.47,8.72
Joakim Nilsson,2735,32.4,38.9,0.1,0.76,1.41,9.14
Casimir Ninga,409,13.8,17.3,0.22,0.22,1.11,8.22
Fernando Niño,884,14.9,21.3,1.33,0.51,1.12,4.08
Eddie Nketiah,835,20.1,25.1,1.29,0.75,1.29,4.62
Nicolas Nkoulou,168,24.2,27.9,0.0,0.0,0.53,6.84
Christopher Nkunku,2723,27.8,34.7,1.29,0.43,0.83,5.05
Lukas Nmecha,1627,15.3,22.5,1.16,0.66,1.05,4.2
Mark Noble,332,67.3,74.6,0.0,1.89,2.97,8.38
Peru Nolaskoain,1,2.0,2.0,0.0,0.0,0.0,0.0
Nolito,1384,28.6,36.9,0.58,1.17,1.56,7.21
Arnaud Nordin,1874,21.5,28.6,1.01,0.63,1.06,6.06
Håvard Nordtveit,304,58.2,73.5,0.0,1.47,2.35,13.5
Mathias Normann,1645,29.3,42.5,0.27,1.31,2.08,10.3
Connor Noß,52,16.7,20.0,0.0,0.0,0.0,3.33
Hugo Novoa,136,19.3,29.3,1.33,1.33,3.33,6.67
Soma Novothny,80,13.3,18.9,1.11,0.0,1.11,3.33
Jean-Pierre Nsame,245,14.4,24.8,0.0,0.37,0.37,4.07
Randy Ntekja,1462,17.3,25.4,0.49,0.99,1.3,5.31
Alexander Nübel,3420,22.1,29.6,0.0,0.0,0.0,4.76
Kasim Nuhu,5,50.0,60.0,10.0,0.0,0.0,30.0
Unai Núñez,622,43.6,50.6,0.14,0.72,1.3,11.3
Hans Nunoo Sarpei,643,37.2,44.9,0.0,1.55,2.54,8.73
Bram Nuytinck,2033,34.9,41.0,0.13,0.97,1.73,7.79
Simeon Nwankwo,842,14.6,19.8,0.64,0.43,0.64,3.3
Gerzino Nyamsi,2984,36.4,43.2,0.15,0.69,1.48,8.92
Allan Nyom,244,23.3,33.3,0.0,1.11,1.11,4.81
M'Bala Nzola,1068,16.9,21.1,1.09,0.25,0.59,3.45
Christian Nørgaard,3054,38.9,48.7,0.24,2.36,3.83,12.9
Adam Obert,274,23.3,35.3,0.0,1.67,3.0,8.67
Joel Obi,1143,23.2,29.7,0.16,1.02,2.13,7.95
Jan Oblak,3420,16.8,28.8,0.0,0.0,0.0,4.63
Lucas Ocampos,2125,28.0,36.5,0.68,1.14,2.29,5.08
Bastian Oczipka,932,39.5,54.1,0.1,1.35,2.12,8.37
Brain Oddei,8,50.0,50.0,0.0,0.0,0.0,0.0
Álvaro Odriozola,1733,47.5,54.3,0.1,0.88,1.4,6.63
Angelo Ogbonna,921,38.4,44.3,0.1,0.78,1.27,7.65
Florent Ogier,2429,46.4,54.8,0.11,0.63,1.19,9.07
Stefano Okaka,22,25.0,25.0,0.0,0.0,5.0,10.0
David Okereke,2053,14.6,20.7,0.79,0.53,0.92,4.61
Masaya Okugawa,2531,11.1,17.1,0.57,1.07,1.81,5.59
Lucas Olaza,295,49.1,63.6,0.3,0.91,1.52,11.8
Oier Olazábal,135,16.0,28.7,0.0,0.0,0.0,6.0
Mathias Olesen,17,45.0,65.0,0.0,0.0,0.0,25.0
Michael Olise,1141,36.5,50.4,0.79,1.18,1.73,7.95
Christian Oliva,48,54.0,64.0,0.0,4.0,4.0,16.0
Brian Oliván,2189,27.2,41.4,0.29,0.82,1.73,6.71
Sérgio Oliveira,892,40.9,50.4,0.51,2.12,3.03,7.68
Mathías Olivera,2803,33.7,46.5,0.23,1.7,2.64,8.55
Dani Olmo,743,33.9,42.4,1.45,0.96,1.57,8.55
Robin Olsen,90,25.0,48.0,0.0,0.0,0.0,6.0
Warmed Omari,2796,59.6,63.9,0.0,0.64,1.13,8.01
Jonas Omlin,2587,29.3,37.7,0.0,0.0,0.0,5.09
Andrew Omobamidele,382,46.7,53.8,0.24,0.71,1.9,12.1
Amadou Onana,1359,36.6,43.6,0.4,2.19,3.44,8.94
Jean Onana,1832,43.5,53.8,0.2,2.79,3.77,10.8
Karim Onisiwo,2361,13.6,21.9,0.73,0.46,0.92,4.5
Javier Ontiveros,39,62.5,80.0,2.5,0.0,0.0,12.5
Tyler Onyango,28,0.0,3.33,0.0,0.0,3.33,3.33
Frank Onyeka,1045,22.5,28.3,0.43,1.38,2.59,8.19
Willi Orban,2642,61.3,68.0,0.31,0.48,0.99,10.8
Divock Origi,133,20.0,24.7,3.33,0.0,0.0,8.0
Riccardo Orsolini,1785,25.1,37.7,0.76,0.51,1.16,4.85
Stefan Ortega,2970,37.2,53.3,0.0,0.0,0.0,6.03
Pedro Ortiz,7,140.0,140.0,10.0,0.0,0.0,10.0
Victor Osimhen,1983,11.2,15.9,1.27,0.41,0.68,2.45
Milutin Osmaji?,257,9.31,17.2,0.0,0.69,1.03,4.14
David Ospina,2790,26.2,32.1,0.0,0.0,0.0,4.45
Patrick Osterhage,599,24.9,31.5,0.15,1.64,1.64,9.1
Tomá Ostrák,31,36.7,53.3,0.0,3.33,3.33,20.0
Otávio,1147,49.6,55.7,0.24,2.44,3.39,9.53
Paulo Otávio,362,36.5,50.3,0.0,1.0,2.25,6.0
Dango Ouattara,812,20.1,31.8,0.89,1.11,2.89,7.89
Remi Oudin,1737,22.8,35.3,0.83,1.14,1.87,7.67
Alexandre Oukidja,1875,18.3,28.3,0.0,0.0,0.0,5.24
Azzedine Ounahi,1633,44.2,51.0,0.22,1.38,2.15,6.24
Adam Ounas,326,45.6,56.9,0.56,0.83,1.67,7.22
Jesús Owono,90,11.0,23.0,0.0,0.0,0.0,13.0
Reece Oxford,2693,30.9,37.9,0.13,0.7,1.14,9.1
Alex Oxlade-Chamberlain,785,36.6,46.3,0.34,1.61,1.95,7.47
Mikel Oyarzabal,1671,23.7,35.1,0.65,0.75,1.24,5.32
Ambroise Oyongo,659,35.9,49.9,0.41,0.96,1.64,6.44
Salih Özcan,2312,44.2,52.7,0.23,1.75,2.3,13.8
Levin Öztunalý,572,20.3,28.4,0.31,1.41,2.34,7.03
Fernando Pacheco,3053,19.0,30.3,0.0,0.0,0.0,4.22
Jon Pacheco,381,45.2,52.6,0.0,0.95,1.9,7.62
Gonçalo Paciência,516,17.5,27.7,1.4,0.35,0.53,5.09
Daniele Padelli,270,26.7,37.0,0.0,0.0,0.0,7.0
Gavi Paez,2316,43.4,49.4,0.31,1.21,1.67,7.39
Simone Pafundi,23,33.3,40.0,3.33,0.0,0.0,3.33
Vincent Pajot,2311,35.5,41.5,0.08,1.91,3.31,7.82
Exequiel Palacios,1097,57.0,66.0,0.33,2.13,2.95,12.5
Helibelton Palacios,1931,33.5,43.7,0.0,1.58,3.02,5.91
Isaac Palazón Camacho,2288,25.4,35.2,0.51,1.18,1.77,7.32
Nicolas Pallois,2447,33.7,40.8,0.07,1.43,2.35,9.15
Cole Palmer,123,32.1,37.9,0.71,1.43,1.43,5.0
Erik Palmer-Brown,1734,28.1,33.8,0.0,1.35,2.07,7.31
Emerson Palmieri,2264,61.3,71.8,0.2,1.47,2.1,7.62
Emerson Palmieri,5,10.0,20.0,0.0,0.0,0.0,0.0
Martin Palumbo,13,20.0,20.0,0.0,10.0,10.0,10.0
Goran Pandev,843,19.5,26.5,0.43,0.32,0.43,4.47
Ivor Pandur,270,17.3,22.7,0.0,0.0,0.0,4.0
Milo Pantovi?,1533,20.0,30.3,0.59,0.94,1.47,6.65
Antonios Papadopoulos,17,55.0,65.0,0.0,0.0,0.0,0.0
Matondo-Merveille Papela,83,23.3,30.0,0.0,0.0,4.44,13.3
Lucas Paquetá,2699,42.5,53.3,1.1,2.03,2.93,7.83
Rubén Pardo,6,10.0,10.0,0.0,0.0,0.0,0.0
Kevin Paredes,16,30.0,45.0,0.0,0.0,0.0,5.0
Leandro Paredes,838,96.1,100.6,0.22,2.04,2.47,9.35
Daniel Parejo,2704,60.3,71.7,0.17,1.1,1.53,8.8
Fabiano Parisi,1477,36.5,48.3,0.3,1.59,2.44,10.1
Raúl Parra,88,22.0,31.0,0.0,4.0,4.0,5.0
Thomas Partey,2028,45.2,52.6,0.4,1.82,2.44,10.3
Mario Paali?,2002,36.9,45.5,0.9,0.9,1.22,7.57
Felix Passlack,472,56.3,68.1,0.19,1.54,2.5,7.69
Javier Pastore,525,38.6,49.1,0.34,0.52,0.86,6.38
Patric,1649,72.6,77.2,0.11,0.66,1.26,7.49
Rui Patrício,3420,21.6,28.2,0.0,0.0,0.0,4.03
Paulinho,1218,29.3,36.3,1.11,1.19,1.78,5.19
Gabriel Paulista,1592,27.3,34.0,0.17,0.68,1.41,9.44
Benjamin Pavard,2076,79.0,90.5,0.13,1.21,1.86,11.3
Strahinja Pavlovi?,451,66.8,78.8,0.2,2.4,4.2,10.6
Leonardo Pavoletti,1518,19.8,30.1,0.65,0.47,0.89,4.56
Dimitri Payet,2592,43.8,58.3,0.66,0.38,0.56,3.82
Mads Pedersen,1391,19.5,29.8,0.39,1.35,2.13,8.06
Alfonso Pedraza,1701,38.8,53.2,0.48,1.01,1.85,6.88
Pedri,885,53.2,62.6,0.51,1.22,1.84,8.67
Pedro,2033,34.8,41.5,0.88,1.02,1.68,5.44
João Pedro,3323,14.2,19.9,0.89,0.46,0.6,4.12
João Pedro,1644,21.7,31.5,0.87,0.93,1.2,6.28
Pedrosa,2720,32.0,42.4,0.23,1.16,1.95,7.28
Gianluca Pegolo,90,29.0,34.0,0.0,0.0,0.0,3.0
Peter Pekarík,2234,37.5,48.3,0.12,0.97,2.26,8.79
Pietro Pellegri,216,11.7,16.7,0.83,1.25,1.25,2.5
Pietro Pellegri,131,8.0,12.7,0.67,2.0,2.0,6.0
Lorenzo Pellegrini,2289,30.7,42.8,1.06,0.75,1.42,5.35
Luca Pellegrini,1107,42.3,55.6,0.08,1.54,2.11,6.99
Facundo Pellistri,672,14.9,20.3,0.27,0.8,1.2,7.33
Federico Peluso,11,30.0,30.0,0.0,10.0,10.0,30.0
Timothee Pembele,1414,29.4,40.2,0.38,0.96,1.53,6.5
Rubén Peña,132,25.3,34.7,1.33,1.33,2.0,7.33
Philipp Pentke,90,32.0,40.0,0.0,0.0,0.0,6.0
Nicolas Pépé,696,38.1,47.4,0.91,1.43,1.82,7.66
Ricardo Pepi,477,13.0,20.4,0.75,0.75,0.94,4.72
Alberto Perea,777,30.9,41.7,0.35,1.28,1.74,8.26
Victor Perea,4,2.0,3.0,0.0,0.0,0.0,0.0
Mathias Pereira Lage,1040,32.9,45.4,0.52,1.03,1.98,7.93
Brayann Pereira,15,65.0,80.0,0.0,0.0,5.0,5.0
Danilo Pereira,2038,65.3,69.1,0.35,1.06,1.68,8.27
Ricardo Pereira,991,47.3,58.7,0.18,2.27,4.09,7.36
Gastón Pereiro,975,21.6,34.0,0.83,0.37,0.83,5.56
Luan Peres Petroni,2679,58.2,65.5,0.0,0.91,2.42,7.35
Dor Peretz,585,28.0,36.3,0.0,2.62,3.54,7.23
Roberto Pereyra,1794,36.1,42.2,0.35,0.45,0.7,7.84
Ayoze Pérez,445,24.7,31.6,1.22,1.22,1.63,6.12
Carles Pérez,554,33.9,40.0,1.29,0.65,1.13,7.58
Iñigo Pérez,338,25.8,39.7,0.26,0.0,0.0,5.79
Juan Pérez,180,8.5,21.0,0.0,0.0,0.0,5.0
Kike Pérez,519,31.7,42.9,0.86,1.21,2.24,8.28
Lucas Pérez,1266,19.6,27.4,0.35,0.0,0.14,3.76
Lucas Pérez,1060,23.4,32.0,0.42,0.42,0.51,4.66
Nehuén Pérez,1692,32.0,41.0,0.05,1.38,2.82,8.3
Mattia Perin,405,24.2,30.4,0.0,0.0,0.0,4.67
Ivan Perii?,2821,35.8,49.0,0.51,0.93,1.31,6.77
Sonny Perkins,4,0.0,1.0,0.0,0.0,0.0,0.0
Diego Perotti,287,34.7,45.9,0.63,1.88,4.06,10.6
Romain Perraud,1623,27.3,41.7,0.17,1.11,2.11,7.22
Lucas Perrin,2502,43.6,51.2,0.11,1.08,1.69,8.85
Mario Perrone,15,35.0,45.0,0.0,0.0,0.0,0.0
Pavao Pervan,540,25.2,33.3,0.0,0.0,0.0,4.33
Matteo Pessina,1438,44.2,53.6,0.63,1.25,1.75,10.3
Andrea Petagna,586,18.0,24.6,0.92,0.62,0.62,3.69
Nils Petersen,580,14.8,22.2,0.78,0.63,1.25,6.09
Danijel Petkovi?,1350,23.7,30.7,0.0,0.0,0.0,5.67
Léo Pétrot,1815,39.5,47.3,0.15,0.79,1.78,7.03
Njego Petrovi?,918,26.8,33.9,0.2,1.57,2.65,10.8
Jens Petter Hauge,1040,27.1,37.7,0.86,0.78,1.12,8.19
Alex Petxa,412,44.1,58.9,0.22,2.17,2.61,10.4
Germán Pezzella,1988,41.2,47.1,0.27,0.9,1.31,7.69
Giuseppe Pezzella,1072,42.7,54.6,0.08,1.43,2.69,6.89
Immanuel Pherai,1,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Philipp,963,23.5,31.4,0.09,1.03,1.4,5.61
Romain Philippoteaux,24,16.7,23.3,0.0,3.33,3.33,0.0
Kalvin Phillips,1596,43.4,53.3,0.17,2.43,3.67,12.1
Jaden Philogene Bidace,5,0.0,0.0,0.0,0.0,0.0,0.0
Jérôme Phojo,6,30.0,30.0,0.0,0.0,0.0,10.0
Krzysztof Pi?tek,733,15.4,19.8,0.86,0.37,0.74,4.44
Krzysztof Pi?tek,347,13.8,21.5,1.28,0.26,0.51,3.33
Pablo Piatti,312,22.0,28.3,0.57,0.57,2.0,6.29
Cristiano Piccini,322,26.7,38.9,0.28,3.06,4.44,8.61
Roberto Piccoli,218,12.5,21.3,0.0,0.42,0.42,3.33
Roberto Piccoli,196,11.8,20.0,1.36,0.45,0.45,4.55
