name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries
Andriy Lunin,180,,,41.0,36.0,,0.0,0.0,0.0,,3.0
Andrey Lunyov,90,,,49.0,43.0,,0.0,0.0,0.0,,7.0
Sebastiano Luperto,1958,,,44.5,37.9,,0.14,1.38,0.87,,7.29
Andreas Luthe,2430,,,37.0,24.1,,0.0,0.0,0.0,,5.85
Lyanco,911,,,36.5,27.4,,0.0,1.68,1.39,,8.51
Charalambos Lykogiannis,1817,,,37.5,23.5,,0.35,1.29,0.74,,5.59
Yannis M'Bemba,5,,,50.0,40.0,,10.0,0.0,0.0,,20.0
Alexis Mac Allister,2123,,,45.8,37.2,,0.38,3.09,2.16,,10.4
Deiver Machado,523,,,44.3,37.2,,0.0,2.76,1.55,,7.59
Darwin Machís,1376,,,28.6,19.1,,1.11,1.83,1.05,,7.12
Yvann Macon,1529,,,58.5,44.2,,0.24,2.65,1.76,,7.35
James Maddison,2459,,,39.4,28.5,,1.21,1.65,0.88,,4.91
Niki Mäenpää,1485,,,31.6,21.1,,0.0,0.0,0.0,,4.48
Pablo Maffeo,2945,,,40.3,27.6,,0.21,2.6,1.68,,7.03
Louis Mafouta,525,,,24.3,19.3,,1.21,0.34,0.17,,3.45
Giulio Maggiore,2819,,,36.4,27.5,,0.26,2.01,1.34,,9.14
Matej Maglica,6,,,10.0,0.0,,0.0,0.0,0.0,,0.0
Francesco Magnanelli,271,,,84.3,75.3,,0.0,2.0,1.33,,14.7
Giangiacomo Magnani,239,,,55.9,47.8,,0.0,2.22,0.74,,5.19
Giangiacomo Magnani,530,,,37.8,30.0,,0.17,2.71,2.03,,7.8
Hugo Magnetti,1463,,,42.0,35.8,,0.12,3.68,2.45,,10.6
Yohann Magnin,1717,,,48.1,39.4,,0.16,3.3,1.94,,8.64
Harry Maguire,2515,,,54.2,47.3,,0.36,1.47,0.93,,10.2
Riyad Mahrez,1498,,,56.0,46.2,,1.08,0.6,0.36,,6.57
Arne Maier,1864,,,40.7,29.5,,0.39,1.26,0.77,,8.89
Habib Maïga,1267,,,41.8,33.3,,0.35,3.83,2.27,,9.08
Mike Maignan,2880,,,35.9,28.4,,0.0,0.0,0.0,,4.69
Ainsley Maitland-Niles,487,,,59.3,45.4,,0.37,0.93,0.56,,7.59
Ainsley Maitland-Niles,268,,,45.3,35.0,,0.0,2.33,1.33,,12.3
Josh Maja,9,,,60.0,50.0,,0.0,0.0,0.0,,0.0
Abdul Majeed Waris,327,,,36.4,27.2,,0.83,1.11,0.83,,6.39
Lovro Majer,1832,,,52.4,40.2,,0.88,2.5,1.81,,7.75
Jean-Victor Makengo,2351,,,32.6,27.2,,0.38,1.15,0.92,,7.82
Béni Makouana,322,,,21.9,15.8,,0.0,1.11,1.11,,4.44
Nemanja Maksimovi?,2936,,,27.0,21.1,,0.15,1.96,1.23,,8.28
Nikola Maksimovi?,1115,,,42.0,35.2,,0.0,1.37,1.05,,11.5
Kévin Malcuit,288,,,51.9,36.9,,0.0,0.94,0.31,,8.44
Daniel Maldini,148,,,31.3,20.6,,0.63,3.13,2.5,,5.63
Youssef Maleh,1019,,,37.7,30.5,,0.44,2.57,1.68,,7.08
Donyell Malen,1684,,,28.9,21.4,,1.12,0.86,0.64,,4.6
Ruslan Malinovskyi,1592,,,51.9,38.3,,0.96,1.53,0.85,,7.57
Hugo Mallo,1826,,,61.1,46.9,,0.1,2.51,1.38,,8.67
Lennard Maloney,9,,,160.0,130.0,,0.0,10.0,10.0,,10.0
Mickael Malsa,1143,,,42.0,33.9,,0.16,3.23,2.2,,10.4
Giorgi Mamardashvili,1620,,,27.5,16.0,,0.0,0.0,0.0,,4.33
Rey Manaj,1768,,,22.9,17.3,,0.71,0.97,0.51,,4.39
Hianga Mananga Mbock,799,,,32.5,28.5,,0.0,2.58,1.57,,7.87
Vincent Manceau,2361,,,61.3,54.5,,0.0,1.3,0.65,,8.78
Gianluca Mancini,2878,,,55.9,47.9,,0.19,1.84,1.34,,6.13
Leonardo Mancuso,425,,,16.8,11.3,,1.06,0.21,0.0,,2.98
Steve Mandanda,810,,,44.0,35.4,,0.0,0.0,0.0,,4.33
Reinildo Mandava,1524,,,56.9,47.6,,0.18,2.9,1.95,,7.16
Reinildo Mandava,1298,,,46.4,37.7,,0.0,2.64,1.53,,8.54
Aïssa Mandi,1375,,,64.3,59.9,,0.2,0.65,0.39,,7.06
Rolando Mandragora,1319,,,52.0,43.8,,0.34,1.29,0.48,,9.73
Anthony Mandrea,900,,,27.5,15.9,,0.0,0.0,0.0,,4.4
Sadio Mané,2819,,,34.9,26.2,,1.18,1.05,0.58,,5.62
Eliaquim Mangala,1179,,,43.7,38.2,,0.08,1.15,0.53,,7.56
Orel Mangala,1853,,,38.6,32.1,,0.39,0.92,0.68,,7.72
Thomas Mangani,2193,,,60.9,48.6,,0.12,2.83,1.76,,9.92
Ricardo Mangas,2353,,,41.1,32.3,,0.19,1.53,0.8,,6.7
Kostas Manolas,313,,,66.0,62.3,,0.0,0.57,0.57,,6.29
Javier Manquillo,1257,,,29.0,21.3,,0.14,2.93,1.71,,7.14
Myziane Maolida,34,,,17.5,10.0,,0.0,2.5,2.5,,7.5
Myziane Maolida,776,,,26.6,18.8,,0.35,0.7,0.58,,6.74
Sekou Mara,905,,,20.4,13.8,,1.58,0.99,0.79,,5.64
Maranhão,973,,,17.9,11.2,,0.74,1.39,0.65,,5.0
Nikola Mara,1044,,,38.5,32.8,,0.0,1.03,0.95,,8.53
Fernando Marçal,1449,,,54.0,42.0,,0.06,2.61,1.61,,8.51
Marcelo,442,,,95.5,78.6,,0.61,1.63,0.82,,7.55
Marcelo,898,,,65.9,56.1,,0.0,0.7,0.2,,11.8
Marcelo,180,,,82.5,74.5,,0.0,2.0,1.5,,13.5
Solly March,1746,,,39.5,28.5,,0.52,1.96,1.13,,6.65
Riccardo Marchizza,1346,,,43.3,30.9,,0.07,1.33,0.73,,6.8
Gian Marco Ferrari,3124,,,64.1,58.1,,0.26,0.63,0.32,,9.48
Iván Marcone,809,,,48.3,41.0,,0.0,2.78,1.67,,11.0
Óscar de Marcos,1679,,,60.6,47.0,,0.16,2.78,1.76,,9.09
Davide Marfella,11,,,10.0,10.0,,0.0,0.0,0.0,,0.0
José Mari,386,,,44.7,36.3,,0.23,2.09,1.16,,11.6
Pablo Marí,1341,,,40.5,28.8,,0.34,1.21,0.54,,9.66
Pablo Marí,180,,,43.0,39.0,,0.0,3.0,1.0,,8.5
José María Giménez,2042,,,40.4,36.1,,0.22,0.88,0.7,,8.15
Mariano,342,,,15.3,11.6,,0.79,0.53,0.53,,1.58
R?zvan Marin,2816,,,40.6,31.6,,0.22,1.47,0.99,,7.73
Guillermo Maripán,1832,,,65.3,58.9,,0.1,1.96,1.47,,9.12
Mika Màrmol,1,,,5.0,4.0,,0.0,0.0,0.0,,2.0
Omar Marmoush,1571,,,26.0,19.0,,0.74,1.66,1.03,,5.37
Omar Marmoush,24,,,30.0,20.0,,0.0,6.67,3.33,,10.0
Marquinhos,2861,,,75.1,70.2,,0.22,1.1,0.6,,7.36
Roger Martí,2115,,,19.5,13.4,,0.68,0.89,0.6,,2.77
Anthony Martial,490,,,29.1,23.7,,0.56,0.74,0.74,,2.59
Anthony Martial,212,,,35.4,27.5,,0.83,0.42,0.42,,2.08
Martín,115,,,37.7,28.5,,0.0,0.77,0.77,,18.5
Aarón Martín,2292,,,43.8,30.9,,0.16,2.27,1.25,,6.82
Ander Martin,88,,,46.0,36.0,,2.0,1.0,1.0,,6.0
Andrés Martín,186,,,17.1,11.0,,0.48,0.48,0.0,,1.43
Carlos Martín,6,,,20.0,10.0,,0.0,0.0,0.0,,0.0
Iván Martín,166,,,37.2,30.0,,0.0,1.67,0.56,,7.22
Jonas Martin,2105,,,71.9,65.3,,0.17,1.58,0.9,,10.2
Martinelli,1860,,,29.6,21.9,,0.72,1.45,0.92,,5.6
Lucas Martínez Quarta,1431,,,70.4,64.2,,0.25,2.45,1.57,,10.1
Emiliano Martínez,3240,,,30.0,21.7,,0.0,0.0,0.0,,4.56
Iñigo Martínez,2341,,,46.3,37.2,,0.35,1.27,0.69,,11.4
Javi Martínez,879,,,40.7,29.2,,0.2,2.45,1.43,,8.88
Josep Martinez,90,,,22.0,19.0,,0.0,0.0,0.0,,5.0
Lautaro Martínez,2282,,,20.9,15.7,,1.85,0.98,0.71,,4.57
Pablo Martínez,656,,,35.6,24.8,,0.14,1.78,1.1,,7.95
Gelson Martins,1905,,,32.3,24.7,,0.52,2.22,1.23,,7.31
Adam Marui?,2721,,,62.3,54.2,,0.1,0.99,0.53,,8.11
Omar Mascarell,2493,,,43.5,37.7,,0.04,1.55,0.79,,9.03
Andrea Masiello,515,,,54.2,47.2,,0.0,1.4,1.4,,11.6
Adam Masina,1077,,,45.0,31.7,,0.0,2.0,1.17,,7.75
Erhan Maovi?,1552,,,37.7,29.4,,0.0,2.38,1.28,,9.65
Roberto Massimo,877,,,30.9,23.2,,1.13,1.24,1.13,,5.67
Arthur Masuaku,650,,,52.1,40.7,,0.14,4.58,2.64,,10.3
Jaime Mata,672,,,27.1,18.0,,0.4,1.33,0.53,,3.6
Juan Mata,235,,,81.2,70.0,,0.38,2.69,2.31,,11.2
Pape Matar Sarr,2129,,,43.0,35.7,,0.34,2.41,1.52,,9.62
Eliot Matazo,790,,,44.1,39.1,,0.11,1.48,1.25,,8.52
Ale Mat?j?,727,,,36.3,26.7,,0.25,2.1,1.11,,6.67
Jean-Philippe Mateta,1145,,,19.1,13.3,,1.42,0.55,0.39,,3.62
Nemanja Mati?,1382,,,65.6,57.2,,0.06,2.21,1.82,,10.7
Joël Matip,2790,,,72.2,65.0,,0.23,1.55,1.16,,12.1
Chrislain Matsima,134,,,56.0,48.7,,0.0,2.67,2.0,,12.0
Azor Matusiwa,2463,,,43.1,36.4,,0.18,2.59,1.72,,10.7
Neal Maupay,2276,,,24.4,18.9,,0.55,0.75,0.47,,4.62
Stephy Mavididi,2299,,,22.6,17.8,,0.9,0.98,0.51,,4.35
Konstantinos Mavropanos,2705,,,60.8,49.2,,0.37,2.36,1.3,,10.1
Eric Maxim Choupo-Moting,377,,,32.9,24.0,,1.9,3.1,2.14,,6.9
Luís Maximiano,3046,,,34.7,19.1,,0.0,0.06,0.0,,5.8
Borja Mayoral,96,,,35.5,26.4,,0.0,0.0,0.0,,5.45
Borja Mayoral,1044,,,21.7,16.7,,0.52,0.69,0.43,,4.91
Derek Mazou-Sacko,3,,,1.0,0.0,,0.0,1.0,0.0,,0.0
Pasquale Mazzocchi,1269,,,40.1,28.8,,0.14,1.49,1.06,,6.88
Pasquale Mazzocchi,1243,,,42.0,32.2,,0.0,1.23,0.87,,6.3
Kevin Mbabu,1391,,,56.3,39.6,,0.0,2.39,1.1,,10.2
Kylian Mbappé,3023,,,43.2,34.6,,1.79,0.42,0.33,,3.57
Ibrahima Mbaye,108,,,40.8,29.2,,0.0,0.83,0.0,,5.0
Amadou Mbengue,610,,,42.6,36.0,,0.0,3.53,2.21,,6.62
Bryan Mbeumo,2905,,,25.2,16.8,,0.59,1.18,0.77,,5.54
Jason Mbock,17,,,25.0,15.0,,0.0,0.0,0.0,,5.0
Jordi Mboula,434,,,18.8,10.8,,0.0,1.04,0.63,,5.42
Moustapha Mbow,90,,,27.0,22.0,,0.0,6.0,4.0,,4.0
Nathanael Mbuku,1418,,,23.5,17.0,,0.82,1.39,0.82,,5.32
James McArthur,1439,,,57.9,48.3,,0.19,2.31,1.63,,12.6
James Mcatee,20,,,65.0,45.0,,0.0,0.0,0.0,,15.0
Kasey McAteer,3,,,1.0,1.0,,0.0,0.0,0.0,,0.0
Liam McCarron,10,,,20.0,20.0,,0.0,0.0,0.0,,10.0
Alex McCarthy,1530,,,30.0,18.5,,0.0,0.0,0.0,,3.59
John McGinn,3090,,,39.0,29.3,,0.44,3.03,1.78,,8.4
Weston McKennie,1369,,,38.0,29.1,,0.33,1.91,1.12,,6.51
Stuart McKinstry,4,,,4.0,3.0,,0.0,0.0,0.0,,2.0
Kenny McLean,2706,,,35.2,26.0,,0.2,1.36,0.8,,7.61
Dwight McNeil,3107,,,33.3,23.1,,0.43,1.97,1.04,,7.88
Scott McTominay,2387,,,47.0,40.0,,0.26,2.6,1.25,,10.8
Gary Medel,2823,,,52.5,47.0,,0.0,1.08,0.57,,9.27
Facundo Medina,2593,,,78.4,70.7,,0.07,2.57,1.81,,9.31
Nathan de Medina,775,,,37.3,26.7,,0.12,2.44,1.4,,7.21
Ben Mee,1839,,,36.0,26.4,,0.2,1.32,0.78,,11.9
Admir Mehmedi,4,,,6.0,4.0,,0.0,0.0,0.0,,2.0
Hannibal Mejbri,68,,,26.3,21.3,,1.25,0.0,0.0,,6.25
Farid El Melali,14,,,25.0,10.0,,0.0,0.0,0.0,,25.0
Filippo Melegoni,980,,,32.5,22.6,,0.64,1.74,1.01,,9.17
Óscar Melendo,990,,,40.5,36.0,,0.0,1.0,0.64,,6.82
Gonzalo Melero,1692,,,41.8,35.6,,0.48,1.91,1.22,,6.7
Birger Meling,1829,,,55.7,48.1,,0.05,2.51,1.43,,6.21
Arthur Melo,962,,,65.5,59.1,,0.0,2.06,1.31,,10.6
Houboulang Mendes,3220,,,40.5,33.5,,0.14,2.07,1.17,,6.54
Nuno Mendes,1658,,,61.6,53.9,,0.05,2.45,1.36,,7.77
Pedro Mendes,16,,,40.0,25.0,,0.0,0.0,0.0,,10.0
Thiago Mendes,1863,,,75.4,66.5,,0.19,2.17,1.55,,10.5
Tomás Mendes,9,,,50.0,40.0,,0.0,0.0,0.0,,10.0
Brais Méndez,3021,,,45.2,35.8,,0.48,2.05,1.13,,7.71
Édgar Méndez,1614,,,24.1,14.7,,0.45,1.68,0.89,,5.98
Arial Mendy,792,,,46.5,36.5,,0.34,1.25,0.8,,6.82
Batista Mendy,2413,,,46.5,40.3,,0.22,1.75,1.27,,8.1
Benjamin Mendy,78,,,96.7,81.1,,0.0,3.33,1.11,,7.78
Edouard Mendy,3060,,,27.6,23.0,,0.0,0.0,0.0,,3.85
Ferland Mendy,1734,,,70.5,64.6,,0.31,1.35,0.83,,7.1
Nampalys Mendy,1032,,,56.5,52.3,,0.09,1.39,1.04,,9.65
Gideon Mensah,1208,,,59.3,48.4,,0.0,2.84,1.12,,8.96
Jorge Meré,490,,,55.6,48.1,,0.0,1.3,0.56,,11.3
Alex Meret,619,,,28.0,24.9,,0.0,0.0,0.0,,2.9
Fran Mérida,266,,,59.0,40.0,,0.0,2.67,1.67,,13.0
Mikel Merino,2890,,,54.8,42.6,,0.47,2.37,1.56,,10.6
Quentin Merlin,1926,,,63.4,48.3,,0.19,2.48,1.26,,6.78
Martín Merquelanz,173,,,36.3,25.8,,0.0,1.58,1.05,,7.89
Yýldýrým Mert Çetin,46,,,66.0,50.0,,0.0,2.0,0.0,,10.0
Dries Mertens,1384,,,35.9,26.9,,1.23,0.84,0.71,,4.09
Illan Meslier,3384,,,36.6,26.8,,0.0,0.0,0.0,,4.28
Lionel Messi,2153,,,69.7,59.1,,1.17,0.42,0.29,,4.85
Junior Messias,1428,,,34.4,23.2,,1.07,2.14,1.51,,7.3
Thomas Meunier,1402,,,73.8,57.6,,0.38,2.18,1.47,,10.8
Mexer,1227,,,50.2,42.6,,0.07,1.25,0.96,,8.38
Marco Meyerhöfer,2280,,,47.4,35.3,,0.08,2.02,0.91,,9.49
Matt Miazga,833,,,32.4,25.4,,0.32,1.29,0.86,,8.39
Kingsley Michael,76,,,35.0,30.0,,1.25,2.5,2.5,,7.5
Sven Michel,338,,,32.6,21.8,,0.79,2.89,1.84,,7.63
Edouard Michut,70,,,68.8,65.0,,0.0,2.5,2.5,,3.75
Miguel,829,,,17.6,12.3,,0.43,1.2,0.98,,4.13
Valentin Mihaila,76,,,43.8,22.5,,1.25,1.25,1.25,,8.75
Mikael,87,,,17.0,11.0,,0.0,1.0,1.0,,2.0
Hilmir Mikaelsson,18,,,5.0,5.0,,0.0,10.0,0.0,,0.0
Georges Mikautadze,1,,,1.0,0.0,,0.0,0.0,0.0,,0.0
William Mikelbrencis,610,,,46.2,32.5,,0.15,2.21,1.47,,6.03
Nikola Milenkovi?,2926,,,64.5,57.9,,0.28,1.42,0.77,,10.6
Arkadiusz Milik,1416,,,24.4,19.7,,1.21,0.64,0.32,,2.93
Sergej Milinkovi?-Savi?,3100,,,68.8,56.3,,0.9,1.57,1.19,,6.92
Vanja Milinkovi?-Savi?,2430,,,38.2,19.9,,0.0,0.0,0.0,,5.15
Éder Militão,3031,,,59.2,52.8,,0.24,1.93,1.19,,8.99
Luka Milivojevi?,774,,,56.4,45.0,,0.0,2.44,1.51,,11.2
Luis Milla,2693,,,48.4,38.4,,0.1,1.71,1.04,,10.1
Pere Milla,1644,,,29.2,21.4,,0.77,1.58,0.98,,7.1
Enzo Millot,53,,,50.0,40.0,,0.0,1.67,0.0,,8.33
James Milner,853,,,78.8,65.6,,0.21,3.68,2.42,,11.5
Santi Mina,2367,,,25.6,17.3,,0.8,1.18,0.8,,5.17
Yerry Mina,846,,,37.6,30.7,,0.11,1.81,1.28,,9.04
Takumi Minamino,186,,,35.7,30.0,,1.9,1.43,0.95,,4.29
Tyrone Mings,3189,,,44.6,35.9,,0.14,1.02,0.59,,8.87
Óscar Mingueza,894,,,76.6,66.7,,0.1,2.53,1.21,,6.67
Rafa Mir,1808,,,17.5,12.0,,1.09,0.35,0.35,,3.53
Jorge Miramón,1977,,,47.1,36.0,,0.09,1.68,1.14,,7.41
Aleksei Miranchuk,772,,,44.7,37.0,,0.47,1.16,0.58,,6.74
Juan Miranda,783,,,59.2,45.3,,0.23,2.53,1.49,,7.82
Fabio Miretti,321,,,41.7,34.4,,0.0,2.5,1.39,,7.5
Tyrick Mitchell,3101,,,55.0,40.1,,0.03,3.13,1.57,,9.16
Stefan Mitrovi?,2667,,,30.6,24.1,,0.03,0.57,0.27,,9.05
Maximilian Mittelstädt,1493,,,47.6,32.7,,0.0,3.43,1.87,,8.19
Henrikh Mkhitaryan,2495,,,42.3,35.0,,0.54,1.73,1.16,,9.53
Jakub Moder,1701,,,42.6,31.2,,0.32,2.22,1.53,,7.72
Anthony Modeste,2606,,,15.3,10.1,,1.48,0.41,0.21,,2.9
Marco Modolo,392,,,34.8,28.4,,0.23,0.68,0.68,,6.59
Luka Modri?,2032,,,76.7,67.6,,0.44,0.88,0.58,,7.08
Terem Moffi,2711,,,18.9,14.1,,0.66,0.73,0.47,,3.69
Kevin Möhwald,354,,,45.6,36.4,,0.51,1.54,0.77,,12.8
Dion Moise Sahi,128,,,30.0,27.9,,1.43,0.0,0.0,,8.57
Johan Mojica,2855,,,58.6,44.8,,0.13,1.42,0.91,,9.27
Clinton Mola,113,,,92.3,84.6,,0.0,2.31,0.0,,10.8
Jorge Molina,1966,,,24.4,15.8,,1.01,0.46,0.28,,3.67
Nahuel Molina,2638,,,42.2,29.9,,0.55,1.54,0.89,,7.58
Cristian Molinaro,548,,,53.0,40.3,,0.0,2.13,1.48,,7.38
Florent Mollet,2630,,,40.9,33.1,,0.58,1.1,0.58,,6.16
Jon Moncayola,2915,,,43.1,33.6,,0.37,1.23,0.59,,8.61
Monchu,668,,,46.5,38.4,,0.14,1.49,1.08,,11.1
Thomas Monconduit,2248,,,51.6,40.5,,0.48,1.72,1.16,,10.0
Gonzalo Montiel,1066,,,59.7,46.4,,0.08,1.1,0.34,,8.73
Lorenzo Montipò,3060,,,28.8,16.1,,0.0,0.0,0.0,,4.41
Ángel Montoro,1331,,,44.8,33.7,,0.27,1.76,1.22,,7.91
Martín Montoya,518,,,54.0,44.1,,0.34,3.1,1.55,,8.1
Wesley Moraes,1,,,2.0,2.0,,0.0,0.0,0.0,,0.0
Álvaro Morata,2302,,,26.5,20.0,,0.9,0.78,0.59,,4.57
Jan Morávek,471,,,35.6,25.4,,0.0,2.5,0.96,,11.2
Jon Morcillo,54,,,56.7,33.3,,0.0,0.0,0.0,,18.3
Jérémy Morel,604,,,44.2,37.8,,0.0,2.54,1.79,,8.96
Alberto Moreno,1223,,,45.8,36.8,,0.74,1.18,0.88,,6.62
Álex Moreno,2404,,,52.7,39.0,,0.3,2.92,1.65,,9.44
Gerard Moreno,1191,,,35.8,24.5,,0.98,0.53,0.3,,3.71
Tete Morente,1632,,,32.9,23.1,,0.44,1.44,0.77,,7.18
Ilaix Moriba,32,,,50.0,42.5,,2.5,2.5,0.0,,5.0
Ilaix Moriba,818,,,31.8,24.5,,0.55,3.3,1.87,,10.0
Manu Morlanes,1144,,,50.7,44.3,,0.16,2.36,1.57,,11.0
Raúl Moro,201,,,39.5,34.1,,0.45,0.91,0.0,,5.91
Loren Morón,563,,,15.1,9.05,,0.32,1.59,1.11,,3.81
Loren Morón,4,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Tyler Morton,66,,,52.9,45.7,,0.0,0.0,0.0,,18.6
Cristhian Mosquera,212,,,31.7,27.9,,0.0,2.5,1.25,,5.83
Lebo Mothiba,522,,,21.9,18.6,,0.34,1.55,1.03,,2.59
Lebo Mothiba,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Andrei Motoc,90,,,22.0,18.0,,0.0,2.0,2.0,,4.0
Baptiste Mouazan,96,,,29.1,22.7,,0.0,3.64,2.73,,5.45
Aimen Moueffek,432,,,48.3,42.1,,0.21,1.46,1.25,,12.1
Youssoufa Moukoko,223,,,17.2,14.4,,1.2,0.4,0.4,,6.8
Harold Moukoudi,1661,,,49.6,45.0,,0.0,1.84,1.19,,7.78
Jessy Moulin,630,,,33.9,23.7,,0.0,0.0,0.0,,5.0
Steve Mounié,2312,,,28.3,17.6,,0.93,0.82,0.51,,4.79
Mason Mount,2363,,,48.4,37.7,,1.03,1.63,1.1,,5.51
Lucas Moura,1775,,,38.8,29.2,,0.56,1.47,0.71,,7.06
Lys Mousset,160,,,26.7,21.7,,0.56,0.0,0.0,,5.56
João Moutinho,2970,,,60.1,50.6,,0.21,2.3,1.64,,10.8
Samuel Moutoussamy,1509,,,42.7,36.2,,0.36,3.27,2.5,,9.05
Toni Moya,1386,,,39.5,27.2,,0.13,1.62,1.17,,10.1
Samuel Mráz,54,,,18.3,13.3,,0.0,0.0,0.0,,5.0
Nordi Mukiele,1842,,,55.7,42.0,,0.34,2.15,1.37,,8.54
Mert Müldür,2046,,,52.7,42.6,,0.18,2.25,1.32,,6.26
Florian Müller,2700,,,33.7,28.3,,0.0,0.0,0.0,,5.1
Thomas Müller,2558,,,53.2,39.8,,0.85,1.48,0.88,,5.07
Bali Mumba,45,,,20.0,14.0,,0.0,2.0,0.0,,4.0
Marshall Munetsi,1885,,,32.0,26.0,,0.62,2.39,1.1,,7.94
Iker Muniain,2785,,,51.5,40.3,,0.52,1.13,0.68,,5.47
Aihen Muñoz,1342,,,50.9,39.0,,0.0,2.48,1.21,,8.93
Luis Muriel,1539,,,45.0,32.8,,0.94,1.05,0.41,,5.79
Jeison Murillo,1117,,,56.8,50.8,,0.08,1.85,0.56,,9.76
Vedat Muriqi,215,,,28.8,19.2,,0.83,0.42,0.0,,2.92
Vedat Muriqi,1438,,,29.1,16.5,,0.94,0.25,0.19,,4.88
Jacob Murphy,1473,,,34.9,22.2,,0.37,2.5,1.04,,7.5
Nicola Murru,983,,,43.0,28.7,,0.09,2.66,1.83,,6.88
Yunus Musah,1259,,,28.1,20.6,,0.14,1.79,0.64,,4.93
Torben Müsel,5,,,20.0,20.0,,0.0,0.0,0.0,,0.0
Jamal Musiala,1465,,,45.3,37.8,,0.98,2.33,1.53,,9.94
Juan Musso,2932,,,29.2,21.6,,0.0,0.0,0.0,,4.26
Shkodran Mustafi,658,,,49.0,38.5,,0.27,1.51,0.55,,9.86
Junior Mwanga,90,,,58.0,48.0,,0.0,7.0,6.0,,9.0
Enock Mwepu,996,,,35.9,27.0,,0.72,2.25,1.26,,9.37
Vitaliy Mykolenko,1055,,,39.4,27.7,,0.17,2.39,1.2,,8.63
Joakim Mæhle,1471,,,56.2,46.1,,0.25,1.47,0.98,,9.14
Obite N'Dicka,2857,,,58.3,49.7,,0.16,2.05,1.36,,10.6
Kévin N'Doram,1235,,,38.0,31.6,,0.07,1.24,1.02,,7.66
Eric N'Jo,98,,,27.3,22.7,,0.0,0.0,0.0,,6.36
Vital N'Simba,2789,,,59.3,46.0,,0.13,2.81,2.06,,8.29
Nacho,1555,,,59.2,55.0,,0.17,1.1,0.64,,7.51
Mickael Nade,2563,,,42.1,34.8,,0.04,2.7,1.82,,8.56
Marvelous Nakamba,904,,,37.4,31.9,,0.0,3.1,1.9,,10.7
Nahitan Nández,1523,,,38.5,27.2,,0.12,2.31,1.66,,5.44
Nani,287,,,40.0,29.1,,0.0,0.94,0.63,,7.19
Paul Nardi,1980,,,24.4,13.5,,0.0,0.0,0.0,,3.73
Nikolas Nartey,404,,,44.9,33.8,,0.0,2.0,0.89,,7.78
Matija Nastasi?,219,,,62.5,57.9,,0.42,1.25,0.83,,6.25
Roberto Navarro,199,,,42.3,34.5,,1.36,3.18,1.82,,6.36
Ximo Navarro,1347,,,39.7,28.1,,0.2,2.13,0.87,,7.47
Jesús Navas,1786,,,71.6,55.7,,0.05,0.96,0.3,,7.12
Keylor Navas,1856,,,26.8,24.6,,0.0,0.0,0.0,,4.66
Papa Ndiaga Yade,696,,,40.4,29.4,,0.0,2.47,1.17,,5.45
Loum Ndiaye,2312,,,32.1,23.9,,0.31,2.1,1.25,,11.8
Wilfred Ndidi,1618,,,51.1,42.1,,0.22,3.89,2.61,,13.8
Tanguy Ndombele,484,,,48.9,42.2,,0.56,2.41,1.85,,6.85
Tanguy Ndombele,701,,,66.7,59.2,,0.0,3.08,2.44,,9.36
Dan Ndoye,205,,,23.5,16.5,,0.0,0.43,0.43,,4.35
Paul Nebel,228,,,38.8,25.2,,0.4,2.0,1.6,,6.4
Álvaro Negredo,2157,,,22.5,13.5,,1.04,0.17,0.08,,3.0
Reiss Nelson,20,,,55.0,50.0,,0.0,5.0,0.0,,10.0
David Nemeth,311,,,49.7,42.0,,0.0,1.14,0.57,,8.86
Ilija Nestorovski,188,,,31.4,21.4,,0.48,0.95,0.48,,1.9
Neto,270,,,43.3,35.3,,0.0,0.0,0.0,,4.0
Pedro Neto,466,,,43.8,32.9,,0.77,0.96,0.96,,5.19
Luca Netz,1396,,,36.7,28.9,,0.32,1.61,1.16,,5.87
Manuel Neuer,2510,,,44.4,38.9,,0.0,0.04,0.0,,5.91
Florian Neuhaus,2121,,,48.0,38.0,,0.81,2.37,1.69,,8.56
Carlos Neva,2108,,,41.0,29.5,,0.04,1.45,0.94,,6.79
Rúben Neves,2661,,,65.0,53.8,,0.54,2.26,1.45,,10.5
Neymar,1851,,,64.9,51.7,,1.21,1.46,0.73,,5.53
Yvan Neyou,936,,,47.3,40.3,,0.29,2.79,1.54,,9.62
Jeremy Ngakia,903,,,43.3,32.2,,0.0,4.1,2.1,,8.3
Jessic Ngankam,341,,,11.3,7.11,,1.32,1.05,0.53,,4.74
Opa Nguette,1048,,,22.2,16.8,,0.6,2.24,1.55,,5.78
Aurélien Nguiamba,51,,,56.7,45.0,,0.0,6.67,3.33,,21.7
Sikou Niakaté,661,,,30.0,25.2,,0.0,2.05,1.1,,6.58
Moussa Niakhate,2567,,,55.9,43.0,,0.11,2.11,1.3,,11.0
Ibrahima Niane,1582,,,23.6,17.2,,0.57,0.06,0.0,,3.98
M'Baye Niang,777,,,20.5,13.4,,1.16,1.05,0.81,,3.26
Cheikh Niasse,44,,,50.0,40.0,,0.0,4.0,4.0,,26.0
Florian Niederlechner,1165,,,17.4,12.6,,0.93,0.7,0.54,,4.5
